form	lemma	POS	morph
ab		P	
totes		D^Q	
ses		D^POS	
pertinències		N	
.		.	
E		CONJ	
ayxí		ADV	
féu		VBDI^3^SG	
-se		PRO^RFL^3^SG	
el		D	
matrimoni		N	
,		COMMA	
e		CONJ	
fo		VBDI^3^SG	
lo		D	
seu		D^POS	
nom		N	
crescut		VNI	
,		COMMA	
que		C	
hac		VBDI^3^SG	
nom		N	
la		D	
reyna		N	
Dona		DPR	
Maria		NPR	
.		.	
E		CONJ	
puys		ADV	
En		DPR	
Guillem		NPR	
de		P	
Montpestler		NPR	
,		COMMA	
estant		VG	
ella		PRO^3^SG	
viva		ADJ	
,		COMMA	
près		VBDI^3^SG	
·i_a·		D	
altra		D^Q	
dona		N	
,		COMMA	
que		C	
era		VBDI^3^SG	
de		P	
Castella		NPR	
&L		ASIDEB	
-		-	
de		P	
què		WPRO	
no		NEG	
·ns		PRO^D^1^PL	
membra		VBPI^3^SG	
·l		D	
nom		N	
del		P+D	
pare		N	
d’		P	
aquela		D^DEM	
dona		N	
,		COMMA	
mas		CONJ	
ella		PRO^3^SG	
avia		VBDI^3^SG	
nom		N	
Dona		DPR	
Agnès		NPR	
]		]	
&L+		ASIDEE	
,		COMMA	
de		P	
la		D	
qual		C	
agué		VBDS^3^SG	
aquest		D^DEM	
fiyls		N	
,		COMMA	
per		P	
nom		N	
En		DPR	
Guillem		NPR	
de		P	
Montpestler		NPR	
,		COMMA	
qui		C	
tench		VBDI^3^SG	
Peyollà		NPR	
tro		P	
a		P	
hora		N	
de		P	
la		D	
sua		D^POS	
mort		N	
;		;	
e		CONJ	
l’		D	
altre		D^Q	
,		COMMA	
En		DPR	
Bergunyó		NPR	
;		;	
e		CONJ	
En		DPR	
Bernat		NPR	
Guillem		NPR	
,		COMMA	
que		C	
nós		PRO^1^PL	
heretam		VBPI^1^PL	
e		CONJ	
donam		VBPI^1^PL	
muyler		N	
,		COMMA	
per		P	
nom		N	
Na		DPR	
Juliana		N	
,		COMMA	
que		C	
era		VBDI^3^SG	
de		P	
linyatge		N	
de		P	
la		D	
mare		N	
,		COMMA	
per		P	
nom		N	
d’		P	
Entença		NPR	
,		COMMA	
fiyla		N	
d’		P	
En		DPR	
Ponç		NPR	
Huc		NPR	
,		COMMA	
frare		N	
del		P+D	
comte		N	
d’		P	
Empúries		NPR	
,		COMMA	
qui		C	
havia		VBDI^3^SG	
nom		N	
n’		DPR	
Uch		NPR	
;		;	
e		CONJ	
·i·		NUM	
altre		D^Q	
frare		N	
que		C	
nodria		VBDI^3^SG	
nostre		D^POS	
pare		N	
,		COMMA	
qui		C	
havia		VBDI^3^SG	
nom		N	
Tortoseta		NPR	
.		.	
E		CONJ	
aquest		D^DEM	
Guillem		NPR	
de		P	
Montpestler		NPR	
,		COMMA	
qui		C	
era		VBDI^3^SG	
major		ADJ	
fiyl		N	
d’		P	
En		DPR	
Guillem		NPR	
de		P	
Montpestler		NPR	
,		COMMA	
punyà		VBPI^3^SG	
con		C	
fos		VBDS^3^SG	
senyor		N	
de		P	
Montpestler		NPR	
,		COMMA	
per		P	
ço		PRO^3^SG	
cor		C	
él		PRO^3^SG	
era		VBDI^3^SG	
hom		N	
.		.	
E		CONJ	
aquest		D^DEM	
pleyt		N	
vench		VBDI^3^SG	
denant		P	
l’		D	
apostoli		N	
,		COMMA	
sí		ADV	
que		C	
nostra		D^POS	
mare		N	
,		COMMA	
la		D	
reyna		N	
Dona		DPR	
Maria		NPR	
,		COMMA	
anà		VBDI^3^SG	
a		P	
la		D	
cort		N	
de		P	
Roma		NPR	
per		P	
mantenir		VB	
son		D^POS	
dret		N	
,		COMMA	
e		CONJ	
que		C	
nós		PRO^1^PL	
,		COMMA	
que		C	
érem		VBDI^1^PL	
son		D^POS	
hereu		N	
,		COMMA	
fóssem		VBDS^1^PL	
seyor		N	
de		P	
Montpestler		NPR	
.		.	
E		CONJ	
tengren		VBDI^3^PL	
tant		ADV	
son		D^POS	
pleyt		N	
denant		P	
l’		D	
apostoli		N	
,		COMMA	
que		C	
·ls		PRO^D^3^PL	
donà		VBDI^3^SG	
per		P	
sentència		N	
&L		ASIDEB	
-		-	
sí		ADV	
que		C	
n’		PRO^ADV	
í		PRO^ADV	
ach		VBDI^3^SG	
decretal		N	
escrita		VNI	
que		C	
la		D	
sentència		N	
de		P	
l’		D	
apostoli		N	
]		]	
&L+		ASIDEE	
que		C	
jutjava		VBPC^2^SG	
aquels		D^DEM	
qui		C	
eren		VBDI^3^PL	
fiyls		N	
d’		P	
En		DPR	
Guillem		NPR	
de		P	
Montpestler		NPR	
e		CONJ	
de		P	
Na		DPR	
Agnès		N	
que		C	
no		NEG	
eren		VBDI^3^PL	
de		P	
leyal		ADJ	
conjugi		N	
,		COMMA	
car		C	
eren		VBDI^3^PL	
feyts		VNI	
en		P	
aulteri		N	
,		COMMA	
havèn		VG	
altra		D^Q	
muyler		N	
.		.	
E		CONJ	
jutjà		VBDI^3^SG	
que		C	
Montpesler		NPR	
FOL3v		FOL	
fos		VBDS^3^SG	
de		P	
la		D	
reyna		N	
Dona		DPR	
Maria		NPR	
e		CONJ	
de		P	
nós		PRO^1^PL	
,		COMMA	
qui		C	
érem		VBDI^1^PL	
son		D^POS	
fiyl		N	
.		.	
&//		§	
§		§	
Ara		ADV	
comptarem		VBFI^1^PL	
en		P	
qual		C	
manera		N	
nós		PRO^1^PL	
fom		VBDI^1^PL	
engenrats		VNI	
e		CONJ	
en		P	
qual		C	
manera		N	
fo		VBDI^3^SG	
lo		D	
nostre		D^POS	
neximent		N	
.		.	
Primerament		ADV	
en		P	
qual		C	
manera		N	
fom		VBDI^1^PL	
engenrats		VNI	
nós		PRO^1^PL	
.		.	
Nostre		D^POS	
pare		N	
,		COMMA	
lo		D	
rey		N	
En		DPR	
Pere		NPR	
,		COMMA	
no		NEG	
volia		VBDI^3^SG	
veser		VB	
nostra		D^POS	
mare		N	
,		COMMA	
la		D	
reyna		N	
.		.	
E		CONJ	
esdevench		VBPI^3^SG	
-se		PRO^RFL^3^SG	
que		C	
·i_a·		D	
vegada		N	
lo		D	
rey		N	
,		COMMA	
nostre		D^POS	
pare		N	
,		COMMA	
fo		VBDI^3^SG	
en		P	
Lates		NPR	
,		COMMA	
e		CONJ	
la		D	
reyna		N	
,		COMMA	
nostra		D^POS	
mare		N	
,		COMMA	
fo		VBDI^3^SG	
en		P	
Miravals		NPR	
.		.	
E		CONJ	
vench		VBDI^3^SG	
al		P+D	
rey		N	
·i·		NUM	
rich		ADJ	
hom		N	
,		COMMA	
per		P	
nom		N	
En		DPR	
Guillem		NPR	
d’		P	
Alcalà		NPR	
,		COMMA	
e		CONJ	
pregà		VBDI^3^SG	
·l		PRO^A^3^SG	
tant		ADV	
que		C	
·l		PRO^A^3^SG	
féu		VBDI^3^SG	
venir		VB	
a		P	
Miravals		NPR	
,		COMMA	
on		C	
era		VBDI^3^SG	
la		D	
reyna		N	
,		COMMA	
nostra		D^POS	
mare		N	
.		.	
E		CONJ	
aquela		D^DEM	
nuyt		N	
que		C	
abdós		D^Q	
foren		VBDI^3^PL	
a		P	
Miravals		NPR	
volch		VBDI^3^SG	
Nostre		D^POS	
Seyor		N	
que		C	
nós		PRO^1^PL	
fóssem		VBDS^1^PL	
engenrats		VNI	
.		.	
E		CONJ	
quan		C	
la		D	
reyna		N	
,		COMMA	
nostra		D^POS	
mare		N	
,		COMMA	
se		PRO^RFL^3^SG	
sentí		VBDI^3^SG	
prenys		ADJ	
,		COMMA	
entrà		VBDI^3^SG	
-se		PRO^RFL^3^SG	
·n		PRO^ADV	
a		P	
Montpesler		NPR	
.		.	
E		CONJ	
aquí		ADV	
volch		VBDI^3^SG	
Nostre		D^POS	
Seyor		N	
que		C	
fos		VBDS^3^SG	
lo		D	
nostre		D^POS	
naximent		N	
en		P	
casa		N	
d’		P	
aquels		D^DEM	
de		P	
Tornamira		NPR	
,		COMMA	
la		D	
vespra		N	
de		P	
Nostra		D^POS	
Dona		DPR	
Sancta		ADJ	
Maria		NPR	
Candaler		N	
.		.	
nostra		D^POS	
mare		N	
,		COMMA	
sempre		ADV	
que		C	
nós		PRO^1^PL	
fom		VBDI^1^PL	
nats		VNI	
,		COMMA	
envià		VBDI^3^SG	
·ns		PRO^D^1^PL	
a		P	
Sancta		ADJ	
Maria		NPR	
,		COMMA	
e		CONJ	
portaren		VBDI^3^PL	
-nos		PRO^A^1^PL	
en		P	
los		D	
braces		N	
;		;	
e		CONJ	
deÿen		VBDI^3^PL	
matines		N	
en		P	
la		D	
església		N	
de		P	
Nostra		D^DEM	
Dona		DPR	
;		;	
e		CONJ	
,		COMMA	
tantost		ADV	
con		C	
nos		PRO^A^1^PL	
meseren		VBDI^1^PL	
pel		P+D	
portal		N	
,		COMMA	
cantaren		VBDI^3^PL	
&LL		OLB	
Te		FW	
Deum		FW	
laudamus		FW	
&LT		OLE	
.		.	
E		CONJ	
no		NEG	
sabien		VBDI^1^PL	
los		D	
clergues		N	
que		C	
nós		PRO^1^PL	
deguéssem		VBDI^1^PL	
entrar		VB	
allí		ADV	
,		COMMA	
mas		CONJ	
entram		VBDI^1^PL	
quant		C	
cantaven		VBDI^3^PL	
aquel		D^DEM	
càntich		N	
.		.	
E		CONJ	
puys		ADV	
levaren		VBDI^3^PL	
-nos		PRO^A^1^PL	
a		P	
Sent		ADJ	
Fermí		NPR	
.		.	
E		CONJ	
,		COMMA	
quant		C	
aquels		D^DEM	
qui		C	
·ns		PRO^A^1^PL	
portaven		VBDI^3^PL	
entraren		VBDI^3^PL	
per		P	
la		D	
església		N	
de		P	
Sent		ADJ	
Fermí		NPR	
,		COMMA	
cantaven		VBDI^3^PL	
&LL		FW	
Benedictus		FW	
Dominus		FW	
Deus		FW	
Israel		FW	
&LT		OLE	
.		.	
,		COMMA	
quan		C	
nos		PRO^A^1^PL	
tornaren		VBDI^3^PL	
a		P	
la		D	
casa		N	
de		P	
nostra		D^POS	
mare		N	
,		COMMA	
fo		VBDI^3^SG	
ella		PRO^3^SG	
molt		ADV	
alegra		ADJ	
d’		P	
aquestes		D^DEM	
prenòstigues		N	
que		C	
·ns		PRO^D^1^PL	
eren		VBDI^3^PL	
esdevengudes		VNI	
.		.	
E		CONJ	
féu		VBDI^3^SG	
fer		VB	
·xii		NUM	
·		.	
candeles		N	
,		COMMA	
totes		D^Q	
de		P	
·i·		D	
pes		N	
e		CONJ	
d’		P	
una		D^Q	
granea		N	
,		COMMA	
e		CONJ	
féu		VBDI^3^SG	
-les		PRO^A^3^PL	
encendre		VB	
totes		D^Q	
ensemps		ADJ	
,		COMMA	
e		CONJ	
a		P	
cada		D^Q	
una		D^Q	
mès		VBDI^3^SG	
sengles		D^Q	
noms		N	
dels		P+D	
apòstols		N	
,		COMMA	
e		CONJ	
promès		VBDI^3^SG	
a		P	
Nostre		D^POS	
Seyor		N	
que		C	
aquela		D^DEM	
que		C	
pus		ADV	
duraria		VBPC^3^SG	
,		COMMA	
que		C	
aquel		D^DEM	
nom		N	
auríem		VBPC^1^PL	
nós		PRO^1^PL	
.		.	
E		CONJ	
durà		VBDI^3^SG	
més		ADV	
la		D	
de		P	
Sent		ADJ	
Jacme		NPR	
be		ADV	
·iii·		NUM	
dits		N	
de		P	
través		N	
que		C	
les		D	
altres		D^Q	
.		.	
E		CONJ	
per		P	
açò		PRO^3^SG	
e		CONJ	
per		P	
la		D	
gràcia		N	
de		P	
Déu		N	
havem		VBPI^1^PL	
nós		PRO^1^PL	
nom		N	
En		DPR	
Jacme		NPR	
.		.	
així		ADV	
nós		PRO^1^PL	
som		VBPI^1^PL	
venguts		VNI	
de		P	
part		N	
de		P	
la		D	
que		C	
fo		VBDI^3^SG	
nostra		D^POS	
mare		N	
e		CONJ	
del		P+D	
rey		N	
En		DPR	
Pere		NPR	
,		COMMA	
nostre		D^POS	
pare		N	
.		.	
E		CONJ	
sembla		VBPI^3^SG	
obra		N	
de		P	
Déu		N	
,		COMMA	
car		C	
les		D	
covinençes		N	
FOL4r		FOL	
que		C	
nostre		D^POS	
avi		N	
havia		VBDI^3^SG	
feytes		VNI	
d’		P	
aver		VB	
aquesta		D^DEM	
per		P	
muyler		N	
,		COMMA	
tornà		VBDI^3^SG	
depuys		ADV	
que		C	
d’		P	
aquela		D^DEM	
natura		N	
de		P	
l’		D	
emperador		N	
Manuel		NPR	
e		CONJ	
de		P	
nostre		D^POS	
pare		N	
,		COMMA	
lo		D	
rey		N	
En		DPR	
Pere		NPR	
,		COMMA	
que		C	
per		P	
matrimoni		N	
se		PRO^RFL^3^SG	
cobràs		VBDS^3^SG	
la		D	
falida		N	
que		C	
en		P	
l’		D	
altre		D^Q	
matrimoni		N	
havia		VBDI^3^SG	
estada		VNI	
.		.	
E		CONJ	
aenant		ADV	
,		COMMA	
nós		PRO^1^PL	
jaén		VG	
en		P	
lo		D	
breçol		N	
,		COMMA	
tiraren		VBDI^3^PL	
per		P	
·i_a·		D	
trapa		N	
sobre		P	
nós		PRO^1^PL	
·i·		NUM	
cantal		N	
,		COMMA	
e		CONJ	
caech		VBDI^3^SG	
prop		P	
del		P+D	
breçol		N	
,		COMMA	
mas		CONJ	
Nostre		D^POS	
Seyor		N	
nos		PRO^A^1^PL	
volgué		VBDS^1^PL	
estorçre		VB	
que		C	
no		NEG	
moríssem		VBDI^1^PL	
.		.	
Nostre		D^POS	
pare		N	
,		COMMA	
lo		D	
rey		N	
En		DPR	
Pere		NPR	
,		COMMA	
fo		VBDI^3^SG	
lo		D	
pus		ADV	
franch		ADJ	
rey		N	
que		C	
anch		ADV	
fos		VBDS^3^SG	
en		P	
Espanya		NPR	
e		CONJ	
el		D	
pus		ADV	
cortès		ADJ	
e		CONJ	
el		D	
pus		ADV	
avinent		ADJ	
,		COMMA	
sí		ADV	
que		C	
tant		ADV	
donava		VBDI^3^SG	
,		COMMA	
que		C	
ses		D^POS	
rendes		N	
e		CONJ	
ses		D^POS	
terres		N	
ne		CONJ+NEG	
valien		VBDI^3^PL	
meyns		ADV	
.		.	
E		CONJ	
era		VBDI^3^SG	
bon		ADJ	
cavaler		N	
d’		P	
armes		N	
,		COMMA	
si		C	
bo		ADJ	
n’		PRO^ADV	
avia		VBDI^3^SG	
e		CONJ	
·l		D	
món		N	
.		.	
De		P	
les		D	
altres		D^Q	
bones		ADJ	
custumes		N	
que		C	
él		PRO^3^SG	
havia		VBDI^3^SG	
no		NEG	
volem		VBPI^1^PL	
parlar		VB	
per		P	
alongament		N	
de		P	
l’		D	
escrit		N	
.		.	
De		P	
la		D	
reyna		N	
Dona		DPR	
Maria		NPR	
,		COMMA	
nostra		D^POS	
mare		N	
,		COMMA	
volem		VBPI^1^PL	
aytant		ADV	
dir		VB	
que		C	
,		COMMA	
si		C	
bona		ADJ	
dona		N	
havia		VBDI^3^SG	
e		CONJ	
·l		D	
món		N	
,		COMMA	
que		C	
ela		PRO^3^SG	
ho		PRO^A^NTR	
era		VBDI^3^SG	
en		P	
tembre		VB	
e		CONJ	
en		P	
honrar		VB	
Déu		N	
e		CONJ	
en		P	
altres		D^Q	
bones		ADJ	
costumes		N	
que		C	
en		P	
ela		PRO^3^SG	
eren		VBDI^3^PL	
.		.	
E		CONJ	
poríem		VBPC^1^PL	
molt		ADV	
de		P	
be		N	
dir		VB	
de		P	
ella		PRO^3^SG	
,		COMMA	
mas		CONJ	
deïm		VBPI^1^PL	
-ne		PRO^ADV	
aytant		ADV	
que		C	
fa		VBPI^3^SG	
compliment		N	
a		P	
tot		PRO^Q	
l’		D	
àls		PRO^Q	
:		:	
que		C	
ela		PRO^3^SG	
és		VBPI^3^SG	
amada		VNI	
per		P	
tots		D^Q	
los		D	
hòmens		N	
del		P+D	
món		N	
qui		C	
saben		VBPI^3^PL	
de		P	
sos		D^POS	
captenimens		N	
.		.	
E		CONJ	
Nostre		D^POS	
Seyor		N	
la		D	
amà		VBDI^3^SG	
tant		ADV	
e		CONJ	
li		PRO^D^3^SG	
donà		VBDI^3^SG	
tanta		D^Q	
de		P	
gràcia		N	
,		COMMA	
que		C	
reina		N	
sancta		ADJ	
és		VBPI^3^SG	
clamada		VNI	
per		P	
aquels		D^DEM	
qui		C	
són		VBPI^3^PL	
en		P	
Roma		NPR	
e		CONJ	
per		P	
tot		D^Q	
l’		D	
altre		D^Q	
món		N	
,		COMMA	
sancta		ADJ	
.		.	
E		CONJ	
guarex		VBPI^3^SG	
malaltes		N	
molts		D^Q	
,		COMMA	
can		C	
beuen		VBPC^3^PL	
ab		P	
vi		VBDI^3^SG	
o		CONJ	
ab		P	
aygua		N	
de		P	
la		D	
péra		N	
que		C	
raen		VBPI^3^PL	
del		P+D	
seu		D^POS	
vàs		N	
.		.	
E		CONJ	
jau		VBPI^3^SG	
en		P	
Roma		NPR	
,		COMMA	
la		D	
església		N	
de		P	
Sent		ADJ	
Pere		NPR	
,		COMMA	
prop		P	
de		P	
Sancta		ADJ	
Patronilla		NPR	
,		COMMA	
que		C	
fo		VBDI^3^SG	
fiyla		N	
de		P	
Sent		ADJ	
Pere		NPR	
.		.	
E		CONJ	
esguardat		VN	
,		COMMA	
aquels		D^DEM	
qui		C	
veurets		VBFI^2^PL	
aquesta		D^DEM	
scriptura		N	
,		COMMA	
si		C	
aquesta		D^DEM	
cosa		N	
és		VBPI^3^SG	
miraculosa		ADJ	
,		COMMA	
que		C	
nostre		D^POS	
avi		N	
,		COMMA	
lo		D	
rey		N	
Don		DPR	
Amfós		NPR	
,		COMMA	
promès		VBDI^3^SG	
que		C	
seria		VBPC^3^SG	
sa		D^POS	
muyler		N	
fiyla		N	
de		P	
l’		D	
emperador		N	
,		COMMA	
e		CONJ	
depuys		ADV	
près		VBDI^3^SG	
la		D	
reyna		N	
Dona		DPR	
Sanxa		NPR	
.		.	
E		CONJ	
Nostre		D^POS	
Seyor		N	
volch		VBDI^3^SG	
que		C	
per		P	
aquela		D^DEM	
promessa		N	
que		C	
·l		D	
rey		N	
havia		VBDI^3^SG	
feta		VNI	
primerament		ADV	
,		COMMA	
ço		PRO^3^SG	
és		VBPI^3^SG	
assaber		VB	
,		COMMA	
que		C	
seria		VBPC^3^SG	
sa		D^POS	
muyler		N	
la		D	
fiyla		N	
de		P	
l’		D	
emperador		N	
Manuel		NPR	
,		COMMA	
que		C	
aquella		D^DEM	
tornàs		VBDS^3^SG	
en		P	
son		D^POS	
loch		N	
.		.	
E		CONJ	
par		VBPI^1^PL	
-ho		PRO^A^NTR	
en		P	
açò		PRO^3^SG	
,		COMMA	
que		C	
la		D	
néta		N	
de		P	
l’		D	
emperador		N	
Manuel		NPR	
fo		VBDI^3^SG	
puys		ADV	
FOL4v		FOL	
muyler		N	
de		P	
nostre		D^POS	
pare		N	
,		COMMA	
on		C	
nós		PRO^1^PL	
venim		VBPI^1^PL	
.		.	
E		CONJ	
per		P	
açò		PRO^3^SG	
és		VBPI^3^SG	
obra		N	
de		P	
Déu		N	
que		C	
aquella		D^DEM	
covinença		N	
que		C	
no		NEG	
·s		PRO^RFL^3^SG	
complí		VBDI^3^SG	
en		P	
aquell		D^DEM	
temps		N	
se		PRO^RFL^3^SG	
complí		VBDI^3^SG	
depuys		ADV	
,		COMMA	
can		C	
nostre		D^POS	
pare		N	
près		VBDI^3^SG	
per		P	
muyler		N	
la		D	
néta		N	
de		P	
l’		D	
emperador		N	
.		.	
E		CONJ	
,		COMMA	
passat		VNI	
lo		D	
temps		N	
del		P+D	
nostre		D^POS	
naximent		N	
,		COMMA	
En		DPR	
Simon		NPR	
de		P	
Montfort		NPR	
,		COMMA	
qui		C	
tenia		VBDI^3^SG	
la		D	
terra		N	
de		P	
Carcassès		NPR	
e		CONJ	
de		P	
Badarrès		NPR	
,		COMMA	
e		CONJ	
en		P	
Tolçà		NPR	
ço		PRO^3^SG	
que		C	
y		PRO^ADV	
havia		VBDI^3^SG	
goaynat		VNI	
lo		D	
rey		N	
de		P	
França		NPR	
,		COMMA	
volch		VBDI^3^SG	
haver		VB	
amor		N	
ab		P	
nostre		D^POS	
pare		N	
,		COMMA	
e		CONJ	
demanà		VBDI^3^SG	
-li		PRO^D^3^SG	
que		C	
·ns		PRO^A^1^PL	
liuràs		VBDS^3^SG	
a		P	
ell		PRO^3^SG	
,		COMMA	
car		C	
ell		PRO^3^SG	
nos		PRO^A^1^PL	
nodriria		VBPC^3^SG	
.		.	
ell		PRO^3^SG	
fià		VBDI^3^SG	
·s		PRO^RFL^3^SG	
tant		ADV	
en		P	
él		PRO^3^SG	
e		CONJ	
en		P	
la		D	
sua		D^POS	
amor		N	
,		COMMA	
que		C	
liurà		VBDI^3^SG	
ad		P	
ell		PRO^3^SG	
nós		PRO^1^PL	
per		P	
nodrir		VB	
.		.	
E		CONJ	
nós		PRO^1^PL	
estan		VG	
en		P	
son		D^POS	
poder		N	
,		COMMA	
les		D	
géns		N	
d’		P	
aqueles		D^DEM	
terres		N	
que		C	
dessús		P	
havem		VBPI^1^PL	
dites		VNI	
vengren		VBDI^3^PL	
a		P	
nostre		D^POS	
pare		N	
e		CONJ	
dixeren		VBDI^3^PL	
-li		PRO^D^3^SG	
que		C	
él		PRO^3^SG	
podia		VBDI^3^SG	
ésser		VB	
seyor		N	
d’		P	
aqueles		D^DEM	
terres		N	
,		COMMA	
si		C	
él		PRO^3^SG	
les		D	
volia		VBDI^3^SG	
penre		VB	
ni		CONJ+NEG	
emparar		VB	
.		.	
E		CONJ	
el		D	
rey		N	
En		DPR	
Pere		NPR	
,		COMMA	
nostre		D^POS	
pare		N	
,		COMMA	
era		VBDI^3^SG	
franch		ADJ	
e		CONJ	
piadós		ADJ	
,		COMMA	
e		CONJ	
ab		P	
la		D	
pietat		N	
que		C	
a		P	
él		PRO^3^SG	
près		VBDI^3^SG	
d’		P	
éls		P	
dix		VBDI^3^SG	
que		C	
se		PRO^RFL^3^SG	
n’		PRO^ADV	
empararia		VBPC^3^SG	
.		.	
enganaven		VBDI^3^PL	
-lo		PRO^A^3^SG	
ab		P	
beles		ADJ	
paraules		N	
.		.	
E		CONJ	
d’		P	
una		D^Q	
part		N	
li		PRO^D^3^SG	
ó		PRO^A^NTR	
daven		VBDI^3^PL	
de		P	
paraula		N	
e		CONJ	
d’		P	
altra		D^Q	
part		N	
li		PRO^D^3^SG	
ó		PRO^A^NTR	
tolien		VBDI^3^PL	
per		P	
obra		N	
.		.	
Car		C	
nós		PRO^1^PL	
hoïm		VBDI^1^PL	
a		P	
·N		DPR	
Guillem		NPR	
de		P	
Cervera		NPR	
e		CONJ	
a		P	
N’		DPR	
Arnau		NPR	
de		P	
Castelbò		NPR	
,		COMMA	
e		CONJ	
a		P	
·N		DPR	
Dalmau		NPR	
de		P	
Crexel		NPR	
,		COMMA	
e		CONJ	
a		P	
altres		D^Q	
qui		C	
eren		VBDI^3^PL	
ab		P	
él		PRO^3^SG	
,		COMMA	
que		C	
li		PRO^D^3^SG	
deÿen		VBDI^3^PL	
:		:	
Sényer		NPR	
,		COMMA	
veus		VBPI^2^SG	
nostres		D^POS	
castels		N	
e		CONJ	
nostres		D^POS	
viles		N	
;		;	
emparats		VBI^2^PL	
-vos		PRO^RFL^2^PL	
-en		PRO^ADV	
e		CONJ	
metets		VBI^2^PL	
-hi		PRO^ADV	
vostres		D^POS	
batles		N	
.		.	
E		CONJ	
,		COMMA	
can		C	
él		PRO^3^SG	
ho		PRO^A^NTR	
volia		VBDI^3^SG	
emparar		VB	
deÿen		VBDI^3^PL	
-li		PRO^D^3^SG	
:		:	
séyner		N	
,		COMMA	
¿		¿	
con		C	
gitarets		VBPI^2^PL	
nostres		D^POS	
muylers		N	
de		P	
nostres		D^POS	
maysons		N	
?		?	
mas		CONJ	
nós		PRO^1^PL	
e		CONJ	
elles		PRO^3^PL	
ne		CONJ+NEG	
serem		VBFI^1^PL	
vostres		D^POS	
e		CONJ	
·n		PRO^ADV	
farem		VBFI^1^PL	
vostra		D^POS	
volentat		N	
.		.	
E		CONJ	
per		P	
aquesta		D^DEM	
manera		N	
no		NEG	
li		PRO^D^3^SG	
atenien		VBDI^3^PL	
re		PRO^Q	
que		C	
li		PRO^D^3^SG	
promesessen		VBDS^3^PL	
.		.	
E		CONJ	
mostraven		VBDI^3^PL	
-li		PRO^D^3^SG	
lurs		D^POS	
muylers		N	
e		CONJ	
lurs		D^POS	
fiyles		N	
e		CONJ	
lurs		D^POS	
parentes		N	
,		COMMA	
les		D	
pus		ADV	
beles		ADJ	
que		C	
podien		VBDI^3^PL	
trobar		VB	
.		.	
E		CONJ	
,		COMMA	
quant		C	
sabien		VBDI^3^PL	
que		C	
él		PRO^3^SG	
era		VBDI^3^SG	
hom		N	
de		P	
fempnes		N	
,		COMMA	
tolien		VBDI^3^PL	
-li		PRO^D^3^SG	
son		D^POS	
bo		ADJ	
propòsit		N	
e		CONJ	
feÿen		VBDI^3^PL	
-lo		PRO^A^3^SG	
mudar		VB	
en		P	
ço		PRO^3^SG	
que		C	
éls		PRO^3^PL	
volien		VBDI^3^PL	
.		.	
E		CONJ	
,		COMMA	
can		C	
les		D	
noves		ADJ	
serien		VBPC^3^PL	
longues		ADJ	
de		P	
comtar		VB	
,		COMMA	
a		P	
les		D	
coses		N	
cares		ADJ	
que		C	
y		PRO^ADV	
foren		VBDI^3^PL	
,		COMMA	
no		NEG	
·n		PRO^ADV	
volem		VBPI^1^PL	
pus		ADV	
parlar		VB	
.		.	
E		CONJ	
·N		DPR	
Simon		NPR	
de		P	
Montfort		NPR	
era		VBDI^3^SG	
en		P	
Murel		NPR	
bé		ADV	
ab		P	
·dccc·		NUM	
hòmens		N	
a		P	
caval		N	
entrò		P	
en		P	
·m·		NUM	
,		COMMA	
e		CONJ	
nostre		D^POS	
pare		N	
vench		VBDI^3^SG	
sobr’		P	
ell		PRO^3^SG	
prop		P	
d’		P	
aquel		D^DEM	
loch		N	
on		C	
él		PRO^3^SG	
estava		VBPI^3^SG	
.		.	
E		CONJ	
foren		VBDI^3^PL	
ab		P	
él		PRO^3^SG	
,		COMMA	
d’		P	
Aragó		NPR	
,		COMMA	
Don		DPR	
Miquel		NPR	
de		P	
Lúzia		NPR	
,		COMMA	
e		CONJ	
Don		DPR	
Blascho		NPR	
d’		P	
Alagó		NPR	
,		COMMA	
e		CONJ	
Don		DPR	
Rodrigo		NPR	
Liçana		NPR	
,		COMMA	
e		CONJ	
Don		DPR	
Ladró		NPR	
,		COMMA	
e		CONJ	
Don		DPR	
Gomes		NPR	
de		P	
Luna		NPR	
,		COMMA	
FOL5r		FOL	
e		CONJ	
Don		DPR	
Miquel		NPR	
de		P	
Rada		NPR	
,		COMMA	
e		CONJ	
Don		DPR	
Guillem		NPR	
de		P	
Puyo		NPR	
,		COMMA	
e		CONJ	
Don		DPR	
Açnar		NPR	
Pardo		NPR	
,		COMMA	
et		CONJ	
d’		P	
altres		D^Q	
de		P	
sa		D^POS	
maynade		N	
molts		D^Q	
e		CONJ	
d’		P	
altres		D^Q	
qui		C	
a		P	
nós		PRO^1^PL	
no		NEG	
poden		VBPI^3^PL	
membrar		VB	
.		.	
Mas		CONJ	
tant		ADV	
nos		PRO^D^1^PL	
membre		VBPI^3^SG	
que		C	
·ns		PRO^D^1^PL	
dixeren		VBDI^3^PL	
aquels		D^DEM	
que		C	
y		PRO^ADV	
avien		VBDI^3^PL	
estat		VN	
e		CONJ	
sabien		VBDI^3^PL	
lo		D	
feyt		N	
que		C	
,		COMMA	
levat		P	
Don		DPR	
Gomes		NPR	
,		COMMA	
e		CONJ	
Don		DPR	
Miquel		NPR	
de		P	
Rada		NPR	
,		COMMA	
e		CONJ	
Don		DPR	
Açnar		NPR	
Pardo		NPR	
e		CONJ	
alguns		D^Q	
de		P	
sa		D^POS	
meynade		N	
que		C	
y		PRO^ADV	
